CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
64.0,64616.68578366781,346305.05037184467,1000.0,162,0.8956337332725525,13.046740311384202,471.29435617923735,0.4004576683043979,3,485.63718789219854,485.25529591441153,25.028020346164702,0.13724543452262877,0.21797017455101014,485.99274324178697,322560,BDFM,2,5120,40,4,1566720,1244160
