CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
16.0,16154.171445916953,346305.05037184467,1000.0,29,0.8606118142604828,12.535155481100082,91.93859235048293,0.37573957443238726,3,105.71009922027588,105.35088310241699,24.757023131847383,0.2728646814823151,0.23697834610939025,106.22026347517968,322560,RT,2,5120,40,4,1464320,1141760
