CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
12.0,12115.628584437714,346305.05037184467,1000.0,22,0.8586398184299469,12.990903973579407,77.78775413632393,0.39467117190361023,3,92.03196910023689,91.65510262846946,24.926934897899628,0.28776230812072756,1.0197324216365815,93.33977798223495,322560,BDFM,2,5120,40,4,1566720,1244160
