CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
12.0,12115.628584437714,346305.05037184467,1000.0,0.08879199624061584,4.326060211658477,19.00945902466774,4.738217312097549,4.741112262010578,0.2120409667491913,2.8190016627311705,4.1140192449092865,3932160,11.775605154037475,14361600,0.0,5,1,23.750571286678316,19.00990383028984,11.404477208852768,0.6286016464233398,0.00376511812210083,24.386131113767625,2626560,BDFM,2,5120,40,4,13086720,10460160
