CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
8.0,2021.427743489834,86668.71450212663,1000.0,9,2.164499741792679,48.67357769012451,71.36028446555137,0.36848532557486635,3,122.56684722304344,122.21525520086288,64.25561811923981,0.3178148984909058,0.24236880540847777,123.12785688638687,901120,RT,1,81920,40,6,3850240,2949120
