CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
32.0,32308.342891833905,346305.05037184467,1000.0,57,0.8416062593460083,12.545269268751145,174.1432523727417,0.48003359436987125,3,188.01016149520873,187.5467397928238,24.81729212999344,0.12967089414596558,0.2091194987297058,188.34927335977554,322560,RT,2,5120,40,4,1464320,1141760
