CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
2.0,2019.271430739619,346305.05037184467,1000.0,0.08567907214164734,4.0602982878685,16.529626613855363,4.603396224975586,4.606146138906478,0.3005892992019653,2.6172648310661315,3.7597089886665347,3932160,9.766384422779083,13491200,0.0,3,1,21.13577275276184,16.530078607797623,11.275631296634675,0.5815884411334992,0.0037128150463104246,21.724164152145384,2626560,RT,2,5120,40,4,12216320,9589760
