CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
8.0,8077.085722958476,346305.05037184467,1000.0,0.091825932264328,4.680106312036514,18.864481711387633,4.683274894952774,4.686140280961993,0.35594744682312013,3.190643548965454,4.324158865213394,3932160,10.901905918121338,14361600,0.0,4,1,23.550621992349626,18.86493811607361,11.398806554079055,0.627645069360733,0.004051238298416138,24.18579174876213,2626560,BDFM,2,5120,40,4,13086720,10460160
