CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
32.0,29156.035498717538,312516.2555018786,1000.0,0.12199673652648926,7.729609858989716,39.80942966341973,9.268575757741928,9.272835105657578,0.31827298998832704,5.159448713064194,7.4113368690013885,6291456,26.798374354839325,22978560,0.0,5,1,49.0822647690773,39.80993347764015,26.31352709531784,0.9384274423122406,0.0058045506477355955,50.03228597640991,4202496,RTCF,2,6144,40,5,20938752,16736256
