CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
8.0,14564.948447334213,624472.1646794544,5000.0,11,0.13045958280563355,1.7815864443778993,3.884249210357666,0.19334943294525253,3,5.9896446704864506,5.798348343372345,2.3544873535633086,0.12366607785224915,0.12400473356246948,6.237400382757187,26112,RTCF,1,1536,40,4,125952,99840
