CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
6.0,1367.5889022881463,78180.49891413903,1000.0,9,3.328836756944656,94.78398658037186,109.66124565601349,0.699500131607067,3,208.47356912493706,207.7984388768673,120.11094167232514,0.5632276833057404,0.358434396982193,209.39669737815856,1081344,RTCF,1,98304,40,7,5111808,4030464
