CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
4.0,3644.5044373396922,312516.2555018786,1000.0,0.19149762988090516,7.061643034219742,37.47522572875023,9.430371272563935,9.434820449352259,0.12143099308013916,5.735456156730652,6.940212041139603,6291456,24.48662890791893,22978560,0.0,4,1,46.91004617810249,37.475740945339204,26.10680470466614,0.9380305111408234,0.005840575695037842,47.85949128270149,4202496,RTCF,2,6144,40,5,20938752,16736256
