CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
8.0,8082.834588649636,346551.53298835317,5000.0,19,1.7354544341564178,31.58326647877693,157.37278007268907,0.5474224448203984,3,191.2389234304428,190.72030219435692,74.72524046301842,0.5682450711727143,0.5162012100219726,192.32388575673104,506880,BDFM,2,5120,40,4,2488320,1981440
