CFL,Dt,DxMax,Dz,InnerIters,KSPF0,KSPFSLow,KSPSchur,KSPother,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
16.0,3646.9037394350567,78180.49891413903,1000.0,10,3.438934624195099,94.9485077559948,118.11948597431183,0.7104035735130196,3,217.21733192801474,216.53258684277534,120.30904331207276,0.5186759889125824,0.3647141456604004,218.10217922329903,1081344,RTCF,1,98304,40,7,5111808,4030464
