CFL,Dt,DxMax,Dz,HybridBreak,HybridFullRecovery,HybridFullSolveTime,HybridInit,HybridKSPOther,HybridProjection,HybridRHS,HybridReconstruction,HybridTraceDOFS,HybridTraceSolve,HybridUPDOFS,HybridUpdate,InnerIters,OuterIters,PETSCLogKSPSolve,PETSCLogPCApply,PETSCLogPCSetup,SNESFunctionEval,SNESJacobianEval,SNESSolve,b_dofs,method,model_degree,num_cells,num_processes,refinement_level,total_dofs,up_dofs
12.0,12115.628584437714,346305.05037184467,1000.0,0.11258825659751892,4.146423369646072,18.841325670480728,4.706883060932159,4.709647393226625,0.31340653300285337,2.7195701897144318,3.833016836643219,3932160,11.862743854522705,13491200,0.0,5,1,23.550973063707353,18.841781896352767,11.530937021970749,0.5780848205089569,0.003824806213378906,24.135829836130142,2626560,RT,2,5120,40,4,12216320,9589760
